RowNumber,CustomerId,CreditScore,State,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,Exited,Complain,Satisfaction Score,Card Type,Point Earned
1274,15719726,702,Colorado,Male,34,1,0.0,2,0,1,1,0,3,DIAMOND,711
1275,17613552,770,Texas,Female,45,3,0.0,1,1,1,0,1,1,GOLD,343
1276,15897494,709,Alabama,Female,47,9,0.0,2,1,1,0,0,1,SILVER,62
1277,18996709,402,Connecticut,Male,38,6,0.0,4,0,1,0,0,4,SILVER,293
1278,19943938,818,Hawaii,Male,37,5,45101.79,2,1,0,0,1,3,GOLD,146
1279,17944030,585,Alaska,Female,59,1,0.0,2,1,1,0,0,3,DIAMOND,90
1280,17006235,456,Hawaii,Female,36,10,286478.09,1,0,0,1,0,1,GOLD,56
1281,18505573,800,Nevada,Male,49,0,73785.71,1,1,1,0,0,3,SILVER,247
1282,15024481,667,Connecticut,Female,36,7,121304.3,1,1,1,0,0,2,PLATINUM,788
1283,16443830,681,Vermont,Female,49,8,76126.26,2,1,1,0,0,1,PLATINUM,361
1284,15596132,512,Massachusetts,Female,56,8,0.0,1,1,0,0,0,2,GOLD,835
1285,15686604,662,New Mexico,Male,50,7,64838.09,1,1,1,0,0,2,GOLD,933
1286,17250505,611,Kentucky,Male,26,3,198205.65,1,1,0,0,0,4,SILVER,659
1287,16555277,510,Idaho,Female,50,8,95072.15,4,1,1,0,0,4,DIAMOND,258
1288,17359579,408,Tennessee,Female,40,9,48869.47,1,1,1,0,0,5,GOLD,141
1289,17058778,642,Oregon,Male,39,4,0.0,1,1,1,0,0,1,PLATINUM,248
1290,17556810,409,Indiana,Female,46,4,129556.7,1,0,0,0,0,3,GOLD,261
1291,17625039,454,Colorado,Male,47,1,75075.14,1,0,1,0,0,2,PLATINUM,18
1292,15790030,631,Arkansas,Male,41,2,108725.53,1,1,1,0,0,3,SILVER,383
1293,15498989,682,Wisconsin,Female,39,7,0.0,1,1,0,0,0,3,GOLD,172
1294,19170392,689,Connecticut,Male,24,0,87242.16,1,1,0,0,1,5,DIAMOND,879
1295,15649708,558,Utah,Female,26,8,31968.44,1,0,0,0,0,3,SILVER,217
1296,15030852,760,Indiana,Female,50,3,206605.81,3,0,1,1,0,5,GOLD,283
1297,15059876,369,Oklahoma,Male,52,1,168377.82,1,0,0,1,1,2,SILVER,523
1298,16376854,531,Texas,Male,42,2,16794.19,1,1,0,0,0,3,PLATINUM,365
1299,17382150,618,Wisconsin,Male,34,2,59773.03,2,1,0,0,0,1,GOLD,229
1300,16357786,554,Nebraska,Female,52,1,21725.1,1,0,1,0,0,4,SILVER,362
1301,19323740,577,Washington,Male,38,4,136165.02,1,0,0,0,0,5,PLATINUM,959
1302,19735659,423,Massachusetts,Male,58,6,75853.58,1,1,0,0,0,3,PLATINUM,57
1303,19763490,849,Washington,Female,21,9,0.0,2,1,1,0,0,2,PLATINUM,117
1304,18811745,683,South Carolina,Male,52,7,220063.33,1,1,0,0,0,3,GOLD,200
1305,15715286,726,Nevada,Female,40,3,155884.81,1,0,1,0,0,2,PLATINUM,637
1306,19819262,539,Oklahoma,Female,25,7,201532.11,1,1,0,0,0,5,SILVER,630
1307,16857924,564,South Dakota,Male,34,3,66565.34,1,1,1,0,0,5,GOLD,502
1308,16858545,689,Georgia,Female,38,3,405091.38,1,1,1,0,0,4,SILVER,233
1309,15361111,351,Vermont,Male,40,7,99129.6,2,0,0,0,0,3,PLATINUM,555
1310,19155106,836,New Hampshire,Male,37,7,195229.48,2,1,1,0,0,3,PLATINUM,134
1311,19753744,420,New Hampshire,Female,44,0,178804.75,1,1,0,0,0,1,GOLD,539
1312,15884452,704,Wyoming,Female,36,8,73861.5,1,1,0,1,1,3,GOLD,526
1313,18448039,375,South Carolina,Female,46,3,0.0,1,0,0,0,1,2,PLATINUM,705
1314,17614859,562,New Jersey,Female,23,4,106313.2,3,0,0,0,0,2,SILVER,695
1315,19185632,498,Nebraska,Female,45,10,85459.19,2,1,1,0,1,3,GOLD,816
1316,18935695,613,Arizona,Female,54,0,125527.66,1,1,0,0,0,2,GOLD,745
1317,19516404,385,Oklahoma,Female,30,10,74519.62,1,0,0,0,0,2,GOLD,718
1318,19941715,488,Vermont,Male,46,1,71690.44,3,1,0,0,0,5,PLATINUM,935
1319,15200263,588,Alabama,Female,46,3,36660.27,3,0,1,0,1,3,GOLD,58
1320,18095616,688,Idaho,Female,45,9,0.0,1,0,1,0,0,3,GOLD,433
1321,19322996,694,Maryland,Female,41,7,0.0,1,1,0,0,1,2,GOLD,425
1322,16871016,364,Mississippi,Female,34,4,17940.04,2,1,0,0,0,5,GOLD,334
1323,17942158,767,Vermont,Male,37,7,37110.85,3,1,0,0,0,4,GOLD,718
1324,19727363,743,Virginia,Female,40,3,3564.01,2,1,0,0,0,2,GOLD,756
1325,19357164,412,Arkansas,Male,39,9,112068.67,3,1,0,0,0,4,PLATINUM,730
1326,18910039,599,Kansas,Female,41,4,78343.7,2,1,1,0,0,5,GOLD,414
1327,19057652,508,Utah,Male,36,10,75805.24,1,1,1,0,1,1,SILVER,444
1328,16591227,492,Colorado,Male,32,3,54259.18,3,1,1,0,0,2,SILVER,618
1329,15589497,505,Illinois,Female,28,6,0.0,1,1,0,0,0,5,SILVER,390
1330,18941030,411,Wisconsin,Female,36,9,101274.52,1,1,1,1,0,4,PLATINUM,152
1331,19731662,366,Indiana,Female,51,3,5337.84,2,1,0,0,0,3,PLATINUM,818
1332,18087257,404,Kansas,Male,37,4,0.0,2,0,1,0,1,5,GOLD,191
1333,16173412,687,Michigan,Male,34,9,114492.64,1,1,0,1,0,5,GOLD,302
1334,16437916,501,North Carolina,Female,40,6,203419.19,1,1,1,0,0,3,DIAMOND,2
1335,18620709,797,Texas,Female,42,5,46122.03,1,1,0,1,0,1,SILVER,848
1336,16719303,690,South Carolina,Female,45,9,108082.45,1,1,1,1,1,1,GOLD,80
1337,15969555,651,Florida,Male,46,3,46144.21,2,1,0,0,0,4,PLATINUM,188
1338,18607951,477,Washington,Female,33,0,41710.03,1,0,1,0,0,2,GOLD,159
1339,18188526,392,New York,Male,44,4,76923.25,3,1,1,0,0,2,DIAMOND,972
1340,15542592,462,Colorado,Male,46,2,393965.26,1,1,1,1,0,2,GOLD,968
1341,15617716,682,Missouri,Male,44,0,131991.13,2,0,1,1,0,4,SILVER,269
1342,18539283,476,Indiana,Male,38,4,178182.75,1,1,1,0,0,1,DIAMOND,748
1343,17947485,777,Hawaii,Male,33,0,0.0,2,0,0,0,0,4,PLATINUM,403
1344,16654250,383,Washington,Male,51,1,143636.12,1,0,1,0,1,3,PLATINUM,911
1345,18442713,733,North Dakota,Male,31,3,140819.19,1,0,0,0,1,4,DIAMOND,203
1346,19059956,753,New Hampshire,Female,32,0,70176.86,1,1,1,0,0,3,GOLD,689
1347,19664418,831,Tennessee,Male,49,4,50093.08,1,1,1,0,1,3,GOLD,519
1348,18665474,496,Missouri,Female,49,7,32253.74,1,1,0,0,1,3,SILVER,903
1349,17759508,405,West Virginia,Female,42,9,85820.57,1,1,1,1,0,5,GOLD,47
1350,15523057,363,Wisconsin,Female,46,8,44654.24,3,0,0,0,0,4,PLATINUM,159
1351,19013206,398,Iowa,Male,37,5,47553.26,2,0,0,0,0,1,GOLD,208
1352,18010491,406,Mississippi,Female,41,5,55160.67,4,1,0,1,0,3,GOLD,342
1353,19738719,652,Wisconsin,Female,44,4,0.0,2,1,1,0,0,1,DIAMOND,791
1354,15746555,688,Louisiana,Female,24,10,211680.68,2,1,0,0,0,2,GOLD,752
1355,19330749,705,New York,Female,19,5,52879.33,2,1,0,0,0,3,GOLD,48
1356,15542688,457,North Carolina,Male,52,9,65985.97,1,1,0,0,0,1,GOLD,296
1357,15917495,551,Delaware,Male,58,10,147536.13,1,1,1,0,1,4,GOLD,639
1358,18681494,636,North Dakota,Male,43,7,64915.54,1,1,1,0,0,4,GOLD,388
1359,15015429,617,Nevada,Male,50,0,17689.8,2,1,0,0,1,5,SILVER,880
1360,16195849,597,Indiana,Female,48,2,109362.61,1,0,0,0,0,4,GOLD,829
1361,17616062,400,Vermont,Male,24,3,35644.34,1,1,1,0,0,5,GOLD,685
1362,18288760,521,Kansas,Female,40,7,0.0,1,0,0,1,0,5,SILVER,129
1363,15157910,759,Minnesota,Male,45,1,146931.1,2,1,0,0,0,1,GOLD,772
1364,16128320,505,Louisiana,Female,46,7,0.0,1,1,1,0,0,3,GOLD,268
1365,17489360,394,Ohio,Female,34,0,13122.98,2,1,0,0,0,4,GOLD,801
1366,16905134,821,Ohio,Female,33,6,0.0,2,1,0,0,1,5,PLATINUM,877
1367,17222755,769,Arkansas,Male,37,5,154457.06,1,1,1,1,0,5,SILVER,93
1368,15747345,485,Maryland,Female,36,3,0.0,1,1,1,0,1,3,PLATINUM,175
1369,17283064,562,Hawaii,Male,39,4,0.0,1,0,1,0,0,4,GOLD,78
1370,17743785,555,New Hampshire,Male,29,10,201190.04,2,0,0,0,0,2,DIAMOND,85
1371,15593173,676,Vermont,Male,43,3,0.0,1,0,0,0,1,2,GOLD,271
1372,16478133,464,Oklahoma,Male,43,8,96026.47,1,0,1,0,0,2,DIAMOND,834
1373,16011876,724,Maine,Male,44,10,39546.72,1,0,0,0,0,3,PLATINUM,22
1374,16811483,381,Delaware,Male,61,3,0.0,1,1,0,0,0,5,SILVER,153
1375,19680992,784,South Carolina,Male,33,8,0.0,2,1,0,0,0,4,PLATINUM,864
1376,19990420,469,Florida,Female,42,7,151080.81,2,0,1,0,0,2,GOLD,267
1377,15788379,404,Connecticut,Male,65,10,54803.4,1,1,0,0,0,2,GOLD,1000
1378,15942261,364,New Jersey,Female,45,7,280904.45,2,1,1,1,0,1,SILVER,45
1379,19744252,782,North Carolina,Male,44,6,135099.59,1,1,1,0,0,4,SILVER,859
1380,19830180,505,Oklahoma,Female,27,9,61798.08,2,1,1,0,0,1,GOLD,440
1381,19019657,638,Alaska,Female,55,5,27908.08,1,1,1,0,0,4,GOLD,629
1382,18546026,401,Oregon,Male,35,3,119743.03,1,1,0,0,0,4,PLATINUM,767
1383,16857184,819,Idaho,Female,45,4,16989.5,1,1,0,1,0,4,GOLD,273
1384,18209499,815,Washington,Female,33,3,55918.04,3,0,1,0,0,2,SILVER,193
1385,17721624,407,Rhode Island,Female,54,4,47628.82,3,1,1,1,0,3,GOLD,940
1386,19062601,383,Missouri,Female,43,4,0.0,2,1,1,0,0,2,SILVER,201
1387,16101543,351,Florida,Female,52,4,43499.5,4,1,1,0,0,4,PLATINUM,78
1388,16731370,528,Alabama,Female,32,1,99962.1,4,1,0,0,0,5,GOLD,100
1389,16193553,588,Georgia,Female,26,5,3743.21,1,0,1,0,0,4,GOLD,284
1390,19036340,810,Colorado,Female,26,2,101177.69,1,0,1,0,0,3,GOLD,375
1391,15100299,573,Washington,Female,35,5,75234.6,1,1,1,1,0,5,SILVER,196
1392,16675795,511,Louisiana,Female,48,6,99489.03,1,1,1,1,0,5,SILVER,670
1393,15707857,610,Texas,Male,48,7,82586.83,1,1,1,0,0,5,GOLD,16
1394,15470385,434,New York,Female,33,1,79672.7,3,1,1,0,0,3,PLATINUM,928
1395,17644371,484,Iowa,Female,36,6,99486.83,2,1,1,1,0,4,SILVER,644
1396,17637463,376,New Hampshire,Female,38,7,41479.63,2,0,0,0,0,3,GOLD,892
1397,18457863,521,Kentucky,Male,51,7,191249.59,1,1,0,0,0,5,DIAMOND,543
1398,15361501,359,Virginia,Female,32,0,41350.16,1,0,0,0,0,4,GOLD,838
1399,16817446,756,Minnesota,Male,49,7,134080.95,4,1,0,1,0,5,SILVER,603
1400,16167992,627,North Carolina,Female,35,4,0.0,1,1,0,0,0,5,PLATINUM,124
1401,17225226,583,Tennessee,Male,48,8,108542.27,4,1,1,0,0,3,GOLD,95
1402,19979801,845,New Mexico,Female,43,2,0.0,1,1,1,0,0,4,SILVER,730
1403,16827573,668,Washington,Female,46,9,0.0,1,0,1,0,0,1,DIAMOND,213
1404,17907029,527,Iowa,Female,27,10,69177.14,1,0,0,0,0,1,PLATINUM,936
1405,17493585,416,Wyoming,Female,30,1,109253.56,1,1,0,0,0,3,PLATINUM,426
1406,16347904,437,Minnesota,Female,33,0,84401.11,1,1,1,1,0,3,GOLD,902
1407,17005802,832,Ohio,Female,29,8,17241.16,2,0,1,0,0,3,DIAMOND,101
1408,18383819,623,Texas,Female,38,3,123493.16,2,1,0,0,0,1,GOLD,212
1409,19622239,555,New Hampshire,Female,55,0,0.0,2,0,1,0,0,3,SILVER,667
1410,15116192,662,Maine,Female,32,4,0.0,1,1,0,0,0,1,DIAMOND,715
1411,15258581,659,Idaho,Female,35,5,45947.54,1,1,1,0,0,3,DIAMOND,533
1412,16389623,511,North Dakota,Female,39,2,102375.97,1,1,0,0,1,1,SILVER,49
1413,16969650,522,South Carolina,Male,44,10,189385.01,1,1,1,0,0,3,GOLD,822
1414,17964688,438,Connecticut,Female,55,0,82522.94,3,0,1,0,0,4,GOLD,986
1415,15988752,362,Connecticut,Male,28,2,136294.76,1,0,0,0,1,3,SILVER,521
1416,15021455,819,North Dakota,Female,37,10,0.0,1,1,0,0,0,2,SILVER,766
1417,19909801,653,South Dakota,Male,41,1,122945.16,1,1,1,1,0,1,GOLD,834
1418,15640981,823,Missouri,Female,54,2,52961.15,2,0,1,1,0,5,PLATINUM,215
1419,19331473,695,New York,Female,44,0,103371.89,1,0,1,0,0,4,SILVER,788
1420,18090931,438,South Carolina,Male,38,4,169949.1,1,1,1,0,0,2,SILVER,938
1421,18737437,677,Mississippi,Female,46,4,77988.28,2,1,0,0,0,3,GOLD,473
1422,17332082,692,Idaho,Male,21,1,157114.33,3,1,1,1,0,1,GOLD,636
1423,15034343,730,Illinois,Male,47,9,18729.93,1,1,1,0,1,4,GOLD,402
1424,16726505,777,Alabama,Female,42,7,0.0,1,1,0,0,0,1,SILVER,203
1425,19352759,538,California,Male,18,5,0.0,2,1,1,0,0,1,GOLD,159
1426,18124833,707,Oregon,Male,34,7,50855.09,1,1,1,0,1,3,SILVER,542
1427,15884738,801,Idaho,Female,20,6,216043.37,3,1,0,1,0,3,PLATINUM,180
1428,18028207,358,West Virginia,Female,36,7,105734.54,1,1,1,0,0,1,PLATINUM,212
1429,16265834,553,Illinois,Male,34,9,150305.01,3,0,0,1,0,2,GOLD,325
1430,18467599,387,Minnesota,Female,51,8,14116.89,1,0,0,0,0,3,PLATINUM,847
1431,16407200,760,Montana,Female,41,1,99226.57,2,1,0,0,0,5,SILVER,271
1432,19310819,584,Vermont,Female,35,4,137838.49,1,0,1,0,0,2,GOLD,230
1433,19809925,518,Kansas,Male,18,9,13923.28,3,1,0,0,0,2,DIAMOND,200
1434,17191388,608,Wisconsin,Male,35,3,0.0,2,1,1,0,0,1,PLATINUM,145
1435,18917832,568,Wisconsin,Male,51,1,224302.69,2,1,0,0,0,4,DIAMOND,55
1436,19900872,818,Hawaii,Female,42,8,95889.32,2,1,1,1,1,4,DIAMOND,177
1437,17103102,577,North Carolina,Female,44,9,77286.43,2,1,0,1,0,2,GOLD,202
1438,17883152,700,Rhode Island,Male,18,9,55903.58,2,1,0,0,0,2,GOLD,39
1439,16102090,814,North Dakota,Female,40,5,0.0,3,0,0,0,1,4,GOLD,207
1440,15050553,810,Arkansas,Female,47,9,23539.9,2,0,1,0,1,3,GOLD,317
1441,17006805,353,Georgia,Female,44,9,396855.58,1,0,1,0,1,2,SILVER,133
1442,19129681,745,Maine,Female,23,3,0.0,1,0,0,0,1,2,GOLD,384
1443,16197555,848,Texas,Male,41,7,51144.22,1,1,0,0,0,1,SILVER,806
1444,19625675,691,Nebraska,Female,35,9,36616.12,2,1,0,0,0,3,GOLD,493
1445,19906138,354,Minnesota,Male,38,1,50638.22,1,1,0,0,0,4,SILVER,420
1446,16770496,650,Arkansas,Female,32,6,65955.77,1,0,0,0,0,5,GOLD,92
1447,19415949,464,New York,Male,50,6,15959.45,1,1,1,0,0,1,GOLD,105
1448,19331658,542,Maryland,Male,23,1,47741.49,1,1,0,0,0,1,SILVER,569
1449,19118673,413,Wisconsin,Female,47,5,22630.22,2,0,1,0,0,4,GOLD,72
1450,15198045,701,New Hampshire,Male,51,6,48673.23,1,0,1,1,1,1,GOLD,611
1451,16609979,440,Mississippi,Female,41,3,0.0,2,1,1,0,0,5,PLATINUM,473
1452,19214860,821,New York,Male,28,7,99859.2,2,0,0,1,0,1,GOLD,62
1453,18342371,546,Hawaii,Male,32,4,66716.47,1,1,1,0,0,2,SILVER,281
1454,16384374,367,Oklahoma,Female,54,1,107277.23,1,1,0,1,0,1,GOLD,766
1455,15598928,679,Delaware,Male,36,8,18438.31,2,0,1,0,0,1,GOLD,431
1456,17634172,761,North Carolina,Male,36,7,47350.64,1,0,1,0,0,4,SILVER,18
1457,15582581,722,Louisiana,Female,53,2,55497.9,1,1,1,0,0,5,PLATINUM,675
1458,17072529,767,Vermont,Male,37,6,211123.0,2,1,1,0,0,4,PLATINUM,210
1459,16239191,598,Minnesota,Female,48,1,45868.74,1,1,1,0,0,5,SILVER,885
1460,15734276,404,South Carolina,Male,42,10,84355.27,3,1,0,0,1,5,GOLD,608
1461,17142620,491,Iowa,Female,46,6,91751.43,3,0,0,0,1,3,GOLD,918
1462,18282338,471,Maryland,Female,28,1,40698.21,3,0,1,0,0,1,SILVER,733
1463,18955436,725,Maine,Male,31,10,30558.46,2,1,1,0,0,1,GOLD,426
1464,17209292,761,Mississippi,Male,35,0,150739.04,3,0,0,1,0,4,SILVER,490
1465,15921040,835,Oregon,Male,18,10,32565.63,1,0,0,1,0,3,DIAMOND,171
1466,16223743,442,Colorado,Female,55,7,48455.47,3,0,0,1,0,5,DIAMOND,728
1467,17087163,461,Iowa,Female,29,6,136051.91,2,1,0,0,1,2,DIAMOND,755
1468,17565656,597,Iowa,Male,46,1,51089.36,1,1,1,0,0,3,SILVER,513
1469,16279104,809,Arkansas,Male,48,4,101562.31,1,1,1,1,0,2,PLATINUM,93
1470,17471389,706,Illinois,Female,47,7,66510.16,1,1,0,1,0,2,PLATINUM,218
1471,17148552,559,Oklahoma,Female,48,3,99256.07,2,1,0,1,0,4,GOLD,633
1472,18405622,527,Wyoming,Female,42,4,0.0,2,1,1,0,0,5,GOLD,529
1473,16793317,582,California,Female,56,1,74359.06,1,1,0,0,0,3,SILVER,577
1474,19700737,848,Virginia,Male,42,2,0.0,2,0,0,1,1,4,GOLD,533
1475,18937127,385,Minnesota,Female,50,6,32684.95,2,1,1,0,0,4,GOLD,654
1476,16256765,797,New York,Male,48,6,59923.85,3,1,0,0,0,5,SILVER,715
1477,19724934,478,Rhode Island,Male,64,4,255233.08,2,1,0,0,0,2,GOLD,390
1478,17732662,753,South Carolina,Male,32,9,32538.62,2,1,0,0,1,1,GOLD,74
1479,15984470,352,Maine,Female,39,5,320859.36,2,1,0,0,0,4,PLATINUM,692
1480,18943525,769,Kansas,Male,48,9,0.0,1,0,0,0,0,3,SILVER,580
1481,16224538,408,Alabama,Male,45,6,81910.34,2,1,1,1,0,1,PLATINUM,372
1482,17478018,690,Oregon,Male,41,8,173746.78,1,0,1,0,0,3,GOLD,727
1483,17685836,798,Delaware,Female,41,1,147297.65,1,1,1,0,0,5,PLATINUM,456
1484,19811780,350,Florida,Female,31,2,0.0,3,0,0,0,0,4,PLATINUM,182
1485,19709405,562,New Mexico,Female,49,8,70738.67,1,1,0,1,1,3,GOLD,35
1486,19256044,439,North Dakota,Female,58,1,568301.62,1,1,1,0,0,3,PLATINUM,434
1487,15454297,843,Oregon,Male,44,5,24263.48,1,1,1,1,0,4,SILVER,235
1488,16637753,813,Nevada,Male,29,2,22941.74,2,1,0,0,0,2,GOLD,356
1489,16738681,380,Mississippi,Female,34,2,98200.83,1,1,0,0,0,2,SILVER,934
1490,16687248,778,Wisconsin,Male,54,2,0.0,3,0,1,0,1,4,GOLD,294
1491,16936467,653,Michigan,Female,34,5,17655.58,2,1,0,0,1,2,SILVER,820
1492,18145327,411,Connecticut,Female,38,5,94879.45,2,0,0,0,0,1,SILVER,140
1493,18573466,669,Florida,Male,51,8,168197.99,1,1,1,0,0,2,GOLD,332
1494,16265639,504,North Dakota,Male,28,1,147966.23,1,1,1,0,0,3,DIAMOND,443
1495,17263254,774,Louisiana,Female,32,4,0.0,1,0,0,0,0,5,SILVER,557
1496,17994881,802,Utah,Male,21,8,0.0,3,1,0,1,0,1,SILVER,813
1497,19526942,584,Montana,Female,37,6,43727.97,2,0,0,0,0,4,GOLD,909
1498,17793439,815,Virginia,Male,36,7,183895.95,2,1,1,0,0,3,GOLD,899
1499,17803480,446,Wyoming,Male,36,3,47762.8,2,0,0,0,0,5,PLATINUM,725
1500,17210685,533,Tennessee,Male,62,7,75217.64,2,1,1,0,0,2,SILVER,919
1501,17062101,549,Kentucky,Male,43,6,78188.85,1,0,0,0,0,3,GOLD,255
1502,19587913,631,South Carolina,Male,48,3,104761.23,1,1,1,1,1,4,SILVER,543
1503,16496828,421,Wyoming,Female,46,5,0.0,2,0,1,0,0,4,DIAMOND,504
1504,17457820,474,Wisconsin,Female,18,4,0.0,2,1,1,0,0,2,PLATINUM,590
1505,17760343,411,Kentucky,Male,34,9,14309.25,3,0,1,0,0,4,SILVER,907
1506,18600384,761,Idaho,Female,46,3,202629.94,3,1,0,0,0,4,PLATINUM,681
1507,15949516,765,Delaware,Male,35,6,68231.96,2,0,0,0,0,3,PLATINUM,313
1508,18644558,365,Massachusetts,Female,46,7,169099.06,1,1,1,0,0,4,PLATINUM,959
1509,17949069,560,New Jersey,Female,50,1,178850.82,2,1,1,0,0,1,PLATINUM,246
1510,18584209,534,Maryland,Female,56,8,123134.89,2,0,0,0,0,2,GOLD,732
1511,15911738,425,Alabama,Male,33,5,0.0,1,1,1,0,0,5,GOLD,554
1512,19836823,525,New Jersey,Female,36,0,135988.02,2,1,0,0,1,3,GOLD,623
1513,19952625,556,Montana,Male,51,7,104495.64,1,1,0,0,0,2,SILVER,491
1514,18086713,483,Ohio,Female,52,1,162451.76,2,1,1,0,0,3,SILVER,822
1515,18051876,669,North Dakota,Male,45,0,0.0,2,1,0,0,0,4,PLATINUM,443
1516,17919147,423,Missouri,Male,48,2,77269.4,2,1,0,0,0,2,SILVER,923
1517,16114967,619,Colorado,Male,25,3,234741.9,1,1,1,0,0,3,GOLD,895
1518,17214146,632,Texas,Male,29,5,73434.09,1,1,1,0,0,1,SILVER,37
1519,15882450,637,Indiana,Male,23,1,0.0,2,1,1,1,0,1,SILVER,413
1520,16466312,523,New Jersey,Female,64,10,32131.41,4,1,1,0,0,5,PLATINUM,275
1521,17976350,472,Maine,Male,31,8,68855.73,3,1,0,0,0,5,GOLD,535
1522,19607808,786,Minnesota,Male,48,2,0.0,3,1,0,0,0,4,SILVER,947
1523,17669092,664,New York,Male,46,2,45071.29,1,1,0,0,0,4,PLATINUM,623
1524,19109207,657,Alaska,Male,39,8,98011.03,1,0,1,0,0,1,SILVER,547
1525,19342092,394,Oklahoma,Male,45,6,125318.82,2,1,0,1,1,5,SILVER,94
1526,17217096,550,Pennsylvania,Female,47,2,141551.78,1,0,0,0,0,1,GOLD,889
1527,15218032,685,Arizona,Female,45,5,144324.41,3,1,1,0,0,1,SILVER,711
1528,19300301,841,South Dakota,Male,34,4,0.0,1,1,0,0,0,3,GOLD,905
1529,18059623,413,Washington,Male,47,6,0.0,3,1,0,0,0,5,GOLD,320
1530,19525392,603,Virginia,Female,27,9,100216.75,3,0,1,0,0,2,GOLD,633
1531,18808413,367,New York,Male,42,3,174555.56,1,0,1,1,1,2,GOLD,597
1532,17593014,396,Nebraska,Female,36,2,45551.65,2,1,0,0,0,2,SILVER,210
1533,19339966,705,Nebraska,Male,47,4,94191.69,4,1,0,0,0,2,SILVER,188
1534,17334050,597,Illinois,Male,43,7,151642.51,2,0,1,0,0,4,SILVER,867
1535,16509278,475,Alabama,Male,28,1,244333.83,1,0,1,0,1,3,GOLD,713
1536,15388285,420,Nebraska,Male,36,3,125433.17,1,0,0,0,0,1,SILVER,270
1537,17744075,765,Alabama,Male,54,8,39057.42,2,1,0,0,0,1,SILVER,268
1538,16129957,430,Maryland,Female,24,3,91625.59,3,1,0,0,0,4,SILVER,203
1539,16033002,675,Massachusetts,Female,32,1,32603.22,3,1,0,0,0,2,GOLD,550
1540,15657698,486,Vermont,Female,29,4,103809.76,1,1,0,0,0,3,PLATINUM,399
1541,16077033,797,New Hampshire,Female,33,10,92510.87,1,0,0,0,0,5,SILVER,910
1542,16252308,544,Kansas,Male,36,4,269446.3,2,1,1,0,0,1,PLATINUM,336
1543,17958792,551,Idaho,Male,46,7,0.0,2,1,0,0,0,2,GOLD,916
1544,15655909,543,North Dakota,Male,29,10,271017.84,2,1,0,1,0,1,SILVER,674
1545,18087363,513,Oklahoma,Male,47,10,34889.86,1,1,1,0,0,3,GOLD,147
1546,16462470,473,Massachusetts,Female,44,9,12901.29,1,1,1,0,0,5,PLATINUM,843
1547,18931916,804,Georgia,Male,34,0,332861.8,2,1,1,0,0,1,DIAMOND,799
1548,19579484,495,New York,Male,48,10,135077.97,2,0,0,0,0,4,GOLD,144
1549,17490696,486,Nebraska,Female,35,4,69689.4,1,0,1,0,0,3,GOLD,495
1550,19030296,415,Idaho,Female,40,6,5476.37,1,1,1,0,0,5,SILVER,44
1551,16145602,818,Missouri,Male,41,4,214185.78,3,1,1,0,0,5,GOLD,922
1552,18291345,661,Kentucky,Female,36,5,132443.35,3,1,0,0,0,1,DIAMOND,47
1553,15970575,821,Minnesota,Female,24,2,81000.16,1,1,0,0,0,4,GOLD,22
1554,17121071,621,Arkansas,Male,30,1,172892.36,1,1,0,0,0,5,DIAMOND,884
1555,16013934,789,West Virginia,Female,50,1,65275.46,2,1,1,0,0,3,GOLD,735
1556,18590857,763,Kentucky,Female,33,0,0.0,3,0,0,0,0,5,PLATINUM,879
1557,18824988,636,South Dakota,Female,26,8,0.0,1,0,1,0,0,2,DIAMOND,969
1558,17032797,613,Maryland,Female,38,1,75368.77,3,0,1,0,0,4,GOLD,16
1559,15705516,589,West Virginia,Male,47,5,119225.12,1,1,0,0,0,4,SILVER,854
1560,17114177,821,Hawaii,Male,50,10,77630.71,1,1,1,0,0,5,GOLD,779
1561,16276482,847,Missouri,Female,44,3,21966.27,4,1,0,0,0,1,SILVER,141
1562,16768352,844,New Jersey,Male,39,10,0.0,1,1,0,0,0,3,GOLD,497
1563,16241053,797,Rhode Island,Male,39,4,0.0,3,0,1,1,0,3,DIAMOND,553
1564,18444449,445,Oklahoma,Female,45,9,43284.8,1,0,0,0,0,2,SILVER,313
1565,19524456,672,Iowa,Female,47,3,119014.81,2,1,1,0,0,5,DIAMOND,757
1566,15374707,709,Louisiana,Female,32,10,43326.54,3,0,1,0,0,5,PLATINUM,367
1567,19936100,618,Washington,Female,32,6,83194.49,2,1,0,0,1,4,DIAMOND,815
1568,18839311,734,Delaware,Female,43,10,0.0,3,0,1,1,0,3,GOLD,319
1569,16728989,485,New Hampshire,Female,51,3,181166.21,1,1,1,0,0,3,PLATINUM,157
1570,19544410,581,Florida,Female,42,1,0.0,2,0,1,0,0,3,GOLD,836
1571,16227136,512,California,Female,37,4,0.0,1,0,0,0,0,4,DIAMOND,537
1572,16716774,719,California,Female,38,7,111660.02,1,1,1,1,0,1,GOLD,540
1573,17207561,643,Tennessee,Female,47,7,235936.91,1,1,1,0,1,1,DIAMOND,709
1574,17997582,751,Ohio,Female,52,10,99073.79,1,1,1,0,0,4,GOLD,840
1575,17249635,490,Ohio,Male,44,2,0.0,1,1,1,0,0,5,SILVER,12
1576,17070108,716,California,Female,33,3,42329.49,3,1,1,1,0,5,DIAMOND,503
